customer_id,domains,injection_count,inj_traffic_pct
5,yahoo.com,26513,18.502390174116336
5,verizon.net,974,0.6797166684113194
5,gmail.com,107028,74.69067308698838
5,aol.com,7441,5.192784116682368
5,aim.com,66,0.04605882968700932
5,yahoo.co.uk,1273,0.8883771241145888
10,verizon.net,491,0.22685480368512
10,yahoo.com,28091,12.978774522034023
10,aol.com,5721,2.6432511850968865
10,aim.com,121,0.055905155286964395
10,yahoo.co.uk,2589,1.1961855127103374
10,gmail.com,179425,82.89902882118668
3,verizon.net,838,0.16674924535022317
3,aim.com,468,0.09312487687816759
3,yahoo.com,72754,14.476938658961977
3,gmail.com,409168,81.41820432155144
3,yahoo.co.uk,7910,1.5739696070647555
3,aol.com,11413,2.2710132901934332
12,gmail.com,223209,69.46756132630387
12,yahoo.com,74065,23.050660724400434
12,yahoo.co.uk,1152,0.35852779524079254
12,aim.com,314,0.09772372196667435
12,aol.com,18512,5.761342487411068
12,verizon.net,4062,1.2641839446771694
8,gmail.com,179244,72.67198598812882
8,aim.com,176,0.07135675132172165
8,yahoo.co.uk,2564,1.0395381272096267
8,aol.com,11928,4.836041646394863
8,verizon.net,1232,0.49949725925205146
8,yahoo.com,51504,20.881580227692904
11,yahoo.com,38129,16.341093377676444
11,gmail.com,183296,78.55587746215693
11,verizon.net,823,0.35271630123600706
11,aim.com,202,0.08657192326813297
11,aol.com,9011,3.861879210738347
11,yahoo.co.uk,1871,0.8018617249241424
2,yahoo.es,340,0.043059013644641556
2,verizon.net,1001,0.12677080193613588
2,aim.com,719,0.09105714944263907
2,yahoo.com,153556,19.446970291813468
2,yahoo.fr,195,0.02469561076677972
2,googlemail.com,772,0.097769289804892
2,yahoo.it,95,0.012031194988943965
2,aol.com,23118,2.9277596395200693
2,gmail.com,602277,76.27486341427584
2,yahoo.co.uk,7541,0.9550235938065942
4,yahoo.it,61,0.020744700749189764
4,yahoo.fr,58,0.019724469564803386
4,aim.com,144,0.04897109685054633
4,yahoo.com,53716,18.26757943349963
4,gmail.com,226848,77.14580123856067
4,aol.com,4821,1.639511513308916
4,verizon.net,693,0.23567340359325423
4,yahoo.de,56,0.01904431544187913
4,yahoo.co.uk,7654,2.6029498284311225
13,yahoo.com,65724,18.75460133203212
13,gmail.com,263831,75.28521124751029
13,yahoo.co.uk,2578,0.735642417290165
13,aol.com,16430,4.688364979083557
13,aim.com,253,0.07219454289154839
13,verizon.net,1626,0.4639854811923228
14,aim.com,237,0.02942907592701589
14,yahoo.com,91672,11.383216237896205
14,yahoo.co.uk,24735,3.0714269749145067
14,yahoo.fr,56,0.006953705704273797
14,googlemail.com,72,0.00894047876263774
14,verizon.net,2904,0.36059931009305546
14,aol.com,29797,3.699992301254399
14,yahoo.it,58,0.007202052336569289
14,gmail.com,655795,81.43223986311133
