customer_id,domains,injection_count,inj_traffic_pct
5,aol.com,9250,5.500582764444233
5,verizon.net,1159,0.6892081539449585
5,gmail.com,124877,74.25905663518945
5,yahoo.com,31499,18.731119621322044
5,aim.com,128,0.07611617230798506
5,yahoo.co.uk,1251,0.7439166527913228
10,yahoo.com,26842,15.394850794634
10,verizon.net,355,0.20360524670647007
10,aol.com,3073,1.7624758397999505
10,gmail.com,143214,82.13837127273354
10,yahoo.co.uk,873,0.5006968461260517
3,aol.com,6845,2.6090204643255994
3,yahoo.co.uk,5414,2.0635846302204235
3,yahoo.com,32179,12.265254860706133
3,aim.com,112,0.042689597078811856
3,verizon.net,540,0.20582484305855714
3,gmail.com,217269,82.81362560461048
12,gmail.com,204841,65.69480479912254
12,yahoo.com,80208,25.723604665706674
12,verizon.net,5143,1.6494177487997383
12,aim.com,343,0.1100039447478729
12,yahoo.co.uk,902,0.2892815106780797
12,aol.com,20370,6.532887330945105
8,yahoo.co.uk,2386,1.1123750559450993
8,aim.com,216,0.10070117857675669
8,verizon.net,994,0.4634119051171118
8,yahoo.com,44182,20.598053110547514
8,gmail.com,155950,72.70531851409817
8,aol.com,10768,5.020140235715352
11,gmail.com,217189,72.75647789893304
11,yahoo.com,61356,20.553741018039297
11,yahoo.co.uk,1777,0.5952799691807782
11,aol.com,16308,5.463042058188031
11,aim.com,337,0.11289214947322579
11,verizon.net,1548,0.5185669061856188
2,yahoo.com,228043,20.868324653564198
2,googlemail.com,1542,0.14110916193786255
2,yahoo.de,80,0.0073208384922367085
2,yahoo.co.uk,10604,0.9703771421459758
2,yahoo.es,511,0.046761855869161977
2,aol.com,31294,2.8637289972006945
2,yahoo.it,92,0.008418964266072214
2,gmail.com,817981,74.85383488397844
2,verizon.net,1191,0.10898898305317399
2,aim.com,1070,0.09791621483366598
2,yahoo.fr,363,0.033218304658524066
4,yahoo.it,66,0.03368034292712799
4,yahoo.es,66,0.03368034292712799
4,gmail.com,148580,75.82159624413146
4,verizon.net,605,0.3087364768320065
4,yahoo.de,65,0.03317003470095938
4,aol.com,3720,1.8983466013472137
4,yahoo.com,36698,18.727291283935497
4,yahoo.fr,52,0.026536027760767505
4,yahoo.co.uk,6052,3.0883853847724025
4,aim.com,56,0.028577260665441924
13,verizon.net,1770,0.4198073155575373
13,aol.com,17941,4.25523336068801
13,yahoo.co.uk,1550,0.367627875205753
13,gmail.com,324616,76.9921873147037
13,aim.com,271,0.06427558334242521
13,yahoo.com,75474,17.900868550502583
14,gmail.com,337260,79.25608414878317
14,verizon.net,1914,0.44978991004201796
14,aim.com,178,0.041829991634001674
14,aol.com,17844,4.193339161332168
14,yahoo.co.uk,8840,2.0773995845200828
14,yahoo.com,59496,13.98155720368856
