customer_id,domains,injection_count,inj_traffic_pct
5,yahoo.com,32424,19.162327799677318
5,verizon.net,841,0.4970243547843765
5,aol.com,7943,4.69425023787432
5,gmail.com,126647,74.84737629057899
5,aim.com,133,0.07860194909194064
5,yahoo.co.uk,1219,0.72041936799305
10,verizon.net,248,0.1622091844409997
10,yahoo.co.uk,1733,1.1335020832106955
10,yahoo.com,18085,11.828843147643061
10,gmail.com,129902,84.96490918247879
10,aol.com,2921,1.910536402226452
3,verizon.net,373,0.24355366342581405
3,aol.com,3964,2.5883290129220566
3,gmail.com,122367,79.90061965798013
3,yahoo.co.uk,927,0.60529288470705
3,aim.com,162,0.10577933907501844
3,yahoo.com,25356,16.556425441889925
12,gmail.com,161643,68.12618535845239
12,yahoo.com,59116,24.91507565221056
12,verizon.net,1604,0.6760230960509125
12,aol.com,13743,5.792135541787837
12,aim.com,247,0.10410081341931134
12,yahoo.co.uk,917,0.3864795380789818
8,yahoo.co.uk,2206,1.0477818941768784
8,gmail.com,159178,75.60463569867959
8,aim.com,164,0.07789493682910612
8,aol.com,10094,4.79433836800608
8,yahoo.com,37814,17.960482568633036
8,verizon.net,1084,0.5148665336753111
11,yahoo.co.uk,1395,0.7387910307061677
11,verizon.net,884,0.4681657857664891
11,gmail.com,140782,74.5580493798392
11,yahoo.com,36363,19.257819533740772
11,aol.com,9154,4.847952039486924
11,aim.com,244,0.12922223046043363
2,aim.com,821,0.09215731174539887
2,aol.com,27786,3.118980589716995
2,verizon.net,806,0.0904735606172856
2,yahoo.fr,299,0.033562772487057566
2,gmail.com,670635,75.27882918681556
2,yahoo.co.uk,9777,1.09746898530422
2,yahoo.de,58,0.0065105043620379225
2,googlemail.com,1420,0.15939510679472155
2,yahoo.com,178767,20.06660919462816
2,yahoo.es,411,0.04613478091030321
2,yahoo.it,88,0.009878006618264434
4,yahoo.it,67,0.03005306384257577
4,aol.com,4073,1.8269571497135988
4,gmail.com,168880,75.75166301095815
4,yahoo.co.uk,5723,2.5670699159859875
4,yahoo.com,43429,19.480216561480944
4,yahoo.fr,51,0.022876212775692007
4,yahoo.es,52,0.02332476596737224
4,verizon.net,520,0.23324765967372244
4,aim.com,144,0.0645916596019539
13,gmail.com,283732,75.61488461835712
13,yahoo.com,71129,18.95595536639901
13,aol.com,16355,4.3586251742250814
13,yahoo.co.uk,2342,0.6241455309101278
13,verizon.net,1472,0.39228959073429037
13,aim.com,203,0.05409971937436206
14,verizon.net,4440,0.40633739914778966
14,yahoo.es,57,0.005216493637708111
14,gmail.com,881934,80.7123350855871
14,aim.com,440,0.04026767018581699
14,yahoo.de,59,0.005399528502189097
14,yahoo.com,154113,14.104026034879125
14,aol.com,40262,3.684674856866736
14,yahoo.fr,53,0.004850423908746138
14,yahoo.co.uk,11330,1.0368925072847877
